onset	duration	sample	markertype	markervalue	blocknum	trialnum	keycode	rating	responsetime	movement	movtype	plannedisi	actualisi	cuetime	tasktime	mov_onset	valid_movement	artefact_1stpass	bad_channels	component_number	component_type	artefact_2ndpass
1872.122	0.002	936062	Stimulus	S 20	5	9	n/a	n/a	n/a	forward	real	2.0625	2.06669664382935	1.50002121925354	3.00004196166992	0.9375	yes	0	F5	1,2,4	blink,blink,eye movement	0
1881.43	0.002	940716	Stimulus	S 20	5	10	n/a	n/a	n/a	mouth	real	2.79583333333333	2.80004096031189	1.50002121925354	3.00004315376282	1.16666666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
1890.656	0.002	945329	Stimulus	S 20	5	11	n/a	n/a	n/a	forward	real	2.7125	2.71670603752136	1.50002217292786	3.00004315376282	1.95	yes	0	F5	1,2,4	blink,blink,eye movement	0
1899.522	0.002	949762	Stimulus	S 20	5	12	n/a	n/a	n/a	mouth	real	2.35416666666667	2.35836863517761	1.50002193450928	3.0000433921814	0.6875	yes	0	F5	1,2,4	blink,blink,eye movement	0
1908.44	0.002	954221	Stimulus	S 20	5	13	n/a	n/a	n/a	forward	real	2.40416666666667	2.40837097167969	1.50001978874207	3.00004506111145	1.49166666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
1917.006	0.002	958504	Stimulus	S 20	5	14	n/a	n/a	n/a	mouth	real	2.05416666666667	2.05836391448975	1.50002217292786	3.00004506111145	0.5625	yes	0	F5	1,2,4	blink,blink,eye movement	0
1926.356	0.002	963179	Stimulus	S 20	5	15	n/a	n/a	n/a	shoulder	real	2.8375	2.84170985221863	1.50002288818359	3.00006031990051	1.475	yes	0	F5	1,2,4	blink,blink,eye movement	0
1935.156	0.002	967579	Stimulus	S 20	5	16	n/a	n/a	n/a	shoulder	real	2.2875	2.29170179367065	1.50002288818359	3.00004506111145	0.195833333333333	no	0	F5	1,2,4	blink,blink,eye movement	0
1944.566	0.002	972284	Stimulus	S 20	5	17	n/a	n/a	n/a	mouth	real	2.89583333333333	2.9000449180603	1.50002336502075	3.00004577636719	0.429166666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
1953.382	0.002	976692	Stimulus	S 20	5	18	n/a	n/a	n/a	forward	real	2.30416666666667	2.30836987495422	1.50002288818359	3.00004625320435	1.375	yes	0	F5	1,2,4	blink,blink,eye movement	0
1962.3	0.002	981151	Stimulus	S 20	5	19	n/a	n/a	n/a	mouth	real	2.40416666666667	2.40837121009827	1.50002360343933	3.00004601478577	0.766666666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
1971.666	0.002	985834	Stimulus	S 20	5	20	n/a	n/a	n/a	shoulder	real	2.85416666666667	2.85837912559509	1.50002264976501	3.00004720687866	1.675	yes	0	F5	1,2,4	blink,blink,eye movement	0
1980.65	0.002	990326	Stimulus	S 20	5	21	n/a	n/a	n/a	forward	real	2.47083333333333	2.47504019737244	1.50002360343933	3.00004720687866	1.55833333333333	yes	0	F5	1,2,4	blink,blink,eye movement	0
1989.658	0.002	994830	Stimulus	S 20	5	22	n/a	n/a	n/a	shoulder	real	2.49583333333333	2.50004005432129	1.50002360343933	3.00004816055298	1.90416666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
1998.85	0.002	999426	Stimulus	S 20	5	23	n/a	n/a	n/a	forward	real	2.67916666666667	2.68337821960449	1.50002384185791	3.00004816055298	0.7375	yes	0	F5	1,2,4	blink,blink,eye movement	0
2007.634	0.002	1003818	Stimulus	S 20	5	24	n/a	n/a	n/a	shoulder	real	2.27083333333333	2.27503705024719	1.50002503395081	3.0000479221344	0.2625	yes	0	F5	1,2,4	blink,blink,eye movement	0
2016.968	0.002	1008485	Stimulus	S 20	5	25	n/a	n/a	n/a	mouth	real	2.82083333333333	2.82504677772522	1.50002408027649	3.00004887580872	0.525	yes	0	F5	1,2,4	blink,blink,eye movement	0
2026.476	0.002	1013239	Stimulus	S 20	5	26	n/a	n/a	n/a	forward	real	2.99583333333333	3.00005030632019	1.50002408027649	3.00004959106445	2.03333333333333	yes	0	F5	1,2,4	blink,blink,eye movement	0
2035.734	0.002	1017868	Stimulus	S 20	5	27	n/a	n/a	n/a	mouth	real	2.74583333333333	2.75004601478577	1.50002503395081	3.00004959106445	0.575	yes	0	F5	1,2,4	blink,blink,eye movement	0
2045.176	0.002	1022589	Stimulus	S 20	5	28	n/a	n/a	n/a	mouth	real	2.92916666666667	2.9333827495575	1.50002503395081	3.00004982948303	1.30416666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
2054.402	0.002	1027202	Stimulus	S 20	5	29	n/a	n/a	n/a	shoulder	real	2.7125	2.71671271324158	1.50002503395081	3.00005006790161	0.879166666666667	yes	1	F5	1,2,4	blink,blink,eye movement	0
2063.552	0.002	1031777	Stimulus	S 20	5	30	n/a	n/a	n/a	forward	real	2.6375	2.64171195030212	1.50002598762512	3.00005078315735	0.85	yes	0	F5	1,2,4	blink,blink,eye movement	0
2072.994	0.002	1036498	Stimulus	S 20	5	31	n/a	n/a	n/a	shoulder	real	2.92916666666667	2.93338418006897	1.50002574920654	3.00005125999451	0.2875	yes	0	F5	1,2,4	blink,blink,eye movement	0
2082.268	0.002	1041135	Stimulus	S 20	5	32	n/a	n/a	n/a	forward	real	2.7625	2.76671528816223	1.50002574920654	3.00005102157593	1.4125	yes	0	F5	1,2,4	blink,blink,eye movement	0
2090.936	0.002	1045469	Stimulus	S 20	5	33	n/a	n/a	n/a	shoulder	real	2.15416666666667	2.15837216377258	1.50002503395081	3.00005221366882	0.479166666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
2100.294	0.002	1050148	Stimulus	S 20	5	34	n/a	n/a	n/a	shoulder	real	2.84583333333333	2.85005021095276	1.50002574920654	3.00005316734314	0.620833333333333	yes	0	F5	1,2,4	blink,blink,eye movement	0
2109.786	0.002	1054894	Stimulus	S 20	5	35	n/a	n/a	n/a	forward	real	2.97916666666667	2.98338627815247	1.50002574920654	3.00005340576172	0.945833333333333	yes	0	F5	1,2,4	blink,blink,eye movement	0
2118.778	0.002	1059390	Stimulus	S 20	5	36	n/a	n/a	n/a	shoulder	real	2.47916666666667	2.48337817192078	1.5000262260437	3.00005292892456	1.4125	yes	0	F5	1,2,4	blink,blink,eye movement	0
2128.22	0.002	1064111	Stimulus	S 20	5	37	n/a	n/a	n/a	mouth	real	2.92916666666667	2.93338561058044	1.5000274181366	3.00005269050598	0.65	yes	0	F5	1,2,4	blink,blink,eye movement	0
2137.262	0.002	1068632	Stimulus	S 20	5	38	n/a	n/a	n/a	forward	real	2.52916666666667	2.5333788394928	1.50002598762512	3.00005388259888	0.9375	yes	0	F5	1,2,4	blink,blink,eye movement	0
2146.47	0.002	1073236	Stimulus	S 20	5	39	n/a	n/a	n/a	mouth	real	2.69583333333333	2.70004868507385	1.50002717971802	3.00005292892456	0.554166666666667	yes	0	F5	1,2,4	blink,blink,eye movement	0
2187.896	0.002	1093949	Stimulus	S 20	6	1	62	4	0.46271824836731	forward	imagined	2.84583333333333	0	1.50002789497375	3.00005507469177	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2194.404	0.002	1097203	Stimulus	S 20	6	2	62	4	0.362268686294556	mouth	imagined	2.5875	0	1.50002884864807	3.00005507469177	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2200.912	0.002	1100457	Stimulus	S 20	6	3	61	3	0.237862586975098	forward	imagined	2.59583333333333	0	1.50002884864807	3.00005412101746	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2207.422	0.002	1103712	Stimulus	S 20	6	4	62	4	0.585402965545654	mouth	imagined	2.4875	0	1.50002789497375	3.00005578994751	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2213.93	0.002	1106966	Stimulus	S 20	6	5	62	4	0.284966468811035	mouth	imagined	2.6625	0	1.50002884864807	3.00005507469177	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2220.438	0.002	1110220	Stimulus	S 20	6	6	62	4	0.328574419021606	forward	imagined	2.37916666666667	0	1.50002908706665	3.00005602836609	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2226.946	0.002	1113474	Stimulus	S 20	6	7	62	4	0.324118137359619	forward	imagined	2.25416666666667	0	1.50002789497375	3.00005602836609	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2233.456	0.002	1116729	Stimulus	S 20	6	8	62	4	0.311722755432129	mouth	imagined	2.5125	0	1.50002908706665	3.00005578994751	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2239.964	0.002	1119983	Stimulus	S 20	6	9	n/a	n/a	n/a	shoulder	imagined	2.47916666666667	0	1.50002932548523	3.00005578994751	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2246.472	0.002	1123237	Stimulus	S 20	6	10	62	4	0.294835805892944	shoulder	imagined	2.9625	0	1.50002908706665	3.00005674362183	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2252.98	0.002	1126491	Stimulus	S 20	6	11	62	4	0.330336570739746	mouth	imagined	2.07916666666667	0	1.50002908706665	3.00005578994751	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2259.49	0.002	1129746	Stimulus	S 20	6	12	62	4	0.341935396194458	mouth	imagined	2.19583333333333	0	1.50002908706665	3.00005698204041	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	1
2265.998	0.002	1133000	Stimulus	S 20	6	13	62	4	0.249475479125977	forward	imagined	2.17916666666667	0	1.50002932548523	3.00005674362183	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2272.506	0.002	1136254	Stimulus	S 20	6	14	62	4	0.253035545349121	forward	imagined	2.82083333333333	0	1.50002908706665	3.00005698204041	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2279.014	0.002	1139508	Stimulus	S 20	6	15	62	4	0.616665840148926	shoulder	imagined	2.29583333333333	0	1.50002908706665	3.00005674362183	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2285.524	0.002	1142763	Stimulus	S 20	6	16	62	4	0.412173986434937	mouth	imagined	2.55416666666667	0	1.50003027915955	3.00005698204041	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2292.032	0.002	1146017	Stimulus	S 20	6	17	62	4	0.311740159988403	shoulder	imagined	2.8875	0	1.50003004074097	3.00005722045898	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2298.54	0.002	1149271	Stimulus	S 20	6	18	62	4	0.291300058364868	mouth	imagined	2.87916666666667	0	1.50002980232239	3.00005722045898	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2305.048	0.002	1152525	Stimulus	S 20	6	19	n/a	n/a	n/a	shoulder	imagined	2.40416666666667	0	1.50003027915955	3.00005769729614	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2311.558	0.002	1155780	Stimulus	S 20	6	20	62	4	0.378451108932495	shoulder	imagined	2.05416666666667	0	1.50002956390381	3.00005841255188	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2318.066	0.002	1159034	Stimulus	S 20	6	21	62	4	0.437991380691528	forward	imagined	2.84583333333333	0	1.50002980232239	3.00005793571472	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2324.574	0.002	1162288	Stimulus	S 20	6	22	59	1	0.833590984344482	shoulder	imagined	2.22916666666667	0	1.50003099441528	3.0000581741333	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2331.082	0.002	1165542	Stimulus	S 20	6	23	61	3	0.301138639450073	shoulder	imagined	2.04583333333333	0	1.50003004074097	3.00005888938904	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2337.592	0.002	1168797	Stimulus	S 20	6	24	62	4	0.296705007553101	mouth	imagined	2.8375	0	1.50003027915955	3.00005912780762	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2344.1	0.002	1172051	Stimulus	S 20	6	25	62	4	0.564250469207764	mouth	imagined	2.0875	0	1.50003123283386	3.0000581741333	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2350.608	0.002	1175305	Stimulus	S 20	6	26	61	3	0.223836421966553	shoulder	imagined	2.17916666666667	0	1.50003004074097	3.00005912780762	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2357.116	0.002	1178559	Stimulus	S 20	6	27	62	4	0.747395515441895	forward	imagined	2.05416666666667	0	1.50002980232239	3.00005912780762	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2363.624	0.002	1181813	Stimulus	S 20	6	28	62	4	0.382899045944214	forward	imagined	2.5625	0	1.50002980232239	3.00006008148193	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2370.134	0.002	1185068	Stimulus	S 20	6	29	61	3	0.522538900375366	shoulder	imagined	2.87916666666667	0	1.50002980232239	3.00005912780762	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2376.642	0.002	1188322	Stimulus	S 20	6	30	n/a	n/a	n/a	mouth	imagined	2.29583333333333	0	1.5000307559967	3.00005888938904	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2383.15	0.002	1191576	Stimulus	S 20	6	31	62	4	0.585657119750977	forward	imagined	2.64583333333333	0	1.5000307559967	3.00006008148193	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2389.658	0.002	1194830	Stimulus	S 20	6	32	62	4	0.285186290740967	mouth	imagined	2.22083333333333	0	1.50003004074097	3.00006031990051	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2396.168	0.002	1198085	Stimulus	S 20	6	33	62	4	0.344756841659546	forward	imagined	2.02916666666667	0	1.50003123283386	3.00006008148193	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2402.676	0.002	1201339	Stimulus	S 20	6	34	62	4	1.60435128211975	shoulder	imagined	2.6375	0	1.5000307559967	3.00005984306335	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2409.184	0.002	1204593	Stimulus	S 20	6	35	62	4	0.375903844833374	forward	imagined	2.5375	0	1.50003123283386	3.00006008148193	NaN	yes	1	F5	1,2,4	blink,blink,eye movement	0
2415.692	0.002	1207847	Stimulus	S 20	6	36	62	4	0.267459630966187	mouth	imagined	2.99583333333333	0	1.50003099441528	3.00005984306335	NaN	yes	1	F5	1,2,4	blink,blink,eye movement	0
2422.202	0.002	1211102	Stimulus	S 20	6	37	61	3	0.64703369140625	shoulder	imagined	2.4125	0	1.50003099441528	3.00006103515625	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2428.71	0.002	1214356	Stimulus	S 20	6	38	61	3	0.298584222793579	forward	imagined	2.95416666666667	0	1.5000307559967	3.00006127357483	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
2435.218	0.002	1217610	Stimulus	S 20	6	39	61	3	0.286159992218018	shoulder	imagined	2.99583333333333	0	1.50003099441528	3.00006103515625	NaN	yes	0	F5	1,2,4	blink,blink,eye movement	0
